raw_street,raw_area
683 Riddell Road,"Glendowie, Auckland, Auckland City"
76 Churchill Road,"Murrays Bay, Auckland, Auckland North Shore"
11 Leyland Lane,"Halswell, Christchurch, Canterbury"
30 Bendridge Street,"Flat Bush, Auckland, Auckland South"
7 Kens Lane,"Lincoln, Canterbury"
5 White Street,"Fenton Park, Rotorua, Bay of Plenty"
15 Silich Street,"Acacia Bay, Taupo, Waikato"
315 Ruahine Street,"Terrace End, Palmerston North, Manawatu/Whanganui"
Victoria Square,"Westport, West Coast"
35 Lumbarda Drive,"Kumeu, Auckland, Auckland North Shore"
502 Ferry Road,"Woolston, Christchurch, Canterbury"
779 Mount Stewart Halcombe Road,"Halcombe, Manawatu/Whanganui"
73 Charlestown Drive,"Flat Bush, Auckland, Auckland South"
161 Downs Road,"Geraldine Downs, Geraldine, Canterbury"
161 Manunui Road,"Pakiri, Wellsford, Auckland North Shore"
3 Sommet Place,"East Tamaki Heights, Auckland, Auckland South"
187 Scenic Drive,"Titirangi, Auckland, Auckland West"
7 Hartles Place,"Mellons Bay, Auckland, Auckland South"
38 Terry Came Drive,"Cambridge, Waikato"
54 Burnham School Road,"Rolleston, Canterbury"
67 Hardingstone Drive,"Rolleston, Canterbury"
75 Edward Street,"Lincoln, Canterbury"
West Melton Road,"West Melton, Canterbury"
2 Bianca Crescent,"Stratford, Taranaki"
82 Ksenia Drive,"Flat Bush, Auckland, Auckland South"
6 Kitchener Street,"Dunedin, Otago"
Ivy Lane,"Whakarongo, Palmerston North, Manawatu/Whanganui"
9 Fergusson Street,"Waterloo, Lower Hutt, Wellington"
342 Manutahi Road,"Lepperton, New Plymouth, Taranaki"
22 Drayton Street,"Richmond, Nelson/Marlborough"
42A Rutherford Street,"Dunedin, Otago"
Coralie Place,"Masterton, Wairarapa"
5 Stanton House Road,"Paerata, Pukekohe, Auckland South"
4 Gracia Avenue,"Rolleston, Canterbury"
18A Tennyson Street,"Petone, Lower Hutt, Wellington"
5 Mount Pleasant Drive,"Leigh, Auckland North Shore"
133 Raineys Road,"Lincoln, Canterbury"
6 Hillbrook Way,"Tamahere, Hamilton, Waikato"
18 Charlotte Drive,"Omokoroa, Bay of Plenty"
87 Tabraham Crescent,"Pyes Pa, Tauranga, Bay of Plenty"
14 Shelly Beach Road,"Waiheke Island, Auckland, Auckland City"
3 Stetson Rise,"Waikanae, Wellington"
8 Blewbury Court,"Rolleston, Canterbury"
619-631 Evans Bay Parade,"Wellington, Wellington"
571A Marychurch Road,"Matangi, Hamilton, Waikato"
21 Quinns Road,"Shirley, Christchurch, Canterbury"
114 Bruce McLaren Road,"Henderson, Auckland, Auckland West"
1168 Clevedon-Kawakawa Road,"Clevedon, Auckland, Auckland South"
8 Vitalia Crescent,"Lincoln, Canterbury"
20 Edward Abell Street,"Wainui, Auckland North Shore"
52 Creswick Terrace,"Northland, Wellington, Wellington"
188 Lake Road,"Takapuna, Auckland, Auckland North Shore"
65 School Road,"Matamau, Dannevirke, Manawatu/Whanganui"
16 Esperanto Road,"Papatoetoe, Auckland, Auckland South"
37 Arimu Road,"Papakura, Auckland, Auckland South"
134 Hendon Avenue,"Mt Albert, Auckland, Auckland City"
11 Huria Vista,"Pyes Pa, Tauranga, Bay of Plenty"
50 Kings Drive,"Wanaka, Otago"
21 Bean Place,"Mount Wellington, Auckland, Auckland City"
8 Springtime Crescent,"Stanmore Bay, Whangaparaoa, Auckland North Shore"
Wairoa Road,"Wairoa/Bethlehem, Tauranga, Bay of Plenty"
13 Gladys Place,"Levin, Manawatu/Whanganui"
42 Eton Street,"Richmond, Nelson/Marlborough"
71 Tamumu Road,"Waipawa, Hawkes Bay/Gisborne"
917 Kotuku Street,"Hastings, Hawkes Bay/Gisborne"
62 Katrine Drive,"Burwood, Christchurch, Canterbury"
280 Travis Road,"New Brighton, Christchurch, Canterbury"
300 Onepunga Road,"Broomfield, Canterbury"
3-5 Waitake Street,"Henderson, Auckland, Auckland West"
29 Finstock Way,"Rolleston, Canterbury"
Mead Lane,"Horopito, Raetihi, Manawatu/Whanganui"
385 Tramway Road,"Mt Somers, Ashburton, Canterbury"
Swann Road,"Lowburn, Otago"
182C Nikau Street,"Hastings, Hawkes Bay/Gisborne"
31 Dungloe Avenue,"Flat Bush, Auckland, Auckland South"
302 Nikau Street,"St Leonards, Hastings, Hawkes Bay/Gisborne"
2 Lovell Avenue,"Taupiri, Waikato"
188 Tiffin Road,"Parkvale, Carterton, Wairarapa"
14 Crescent Road,"Parnell, Auckland, Auckland City"
34 The Esplanade,"Pegasus, Canterbury"
94 Solway Crescent,"Solway, Masterton, Wairarapa"
Adelaide Road,"Berhampore, Wellington, Wellington"
4 Westvale Drive,"Greymouth, West Coast"
2 Kallu Crescent,"Mt Roskill, Auckland, Auckland City"
Fillis Street,"Brooklands, New Plymouth, Taranaki"
22A Jules Crescent,"Bell Block, New Plymouth, Taranaki"
124 Georgina Street,"Marshland, Christchurch, Canterbury"
342 Koheroa Road,"Mercer, north of Hamilton, Waikato"
430 Abel Tasman Drive,"Tasman, Nelson/Marlborough"
3313 Karamea Highway,"Little Wanganui, Karamea, West Coast"
6 Armstrong Street,"Arapuni, Putaruru, Waikato"
32 Ruahine Street,"Trentham, Upper Hutt, Wellington"
63 John Gray Street,"Papakura, Auckland South"
26-28 Pomaria Road,"Henderson, Auckland, Auckland West"
81 Slopehill Road,"Lake Hayes, Queenstown, Otago"
52 Peihinga Road,"Flat Bush, Auckland, Auckland South"
100 Cathedral Square,"Christchurch Central, Christchurch, Canterbury"
27 Old Ford Road,"Makuri, Pahiatua, Manawatu/Whanganui"
28 Green Avenue,"Levin, Manawatu/Whanganui"
188 Forrest Hill Road,"Forrest Hill, Auckland, Auckland North Shore"
305 Brancott Road,"Fairhall, Blenheim, Nelson/Marlborough"
50 Esplanade,"Sumner, Christchurch, Canterbury"
13 Wesley Street,"South Dunedin, Dunedin, Otago"
114 Domain Road,"Wakatipu Basin, Queenstown, Otago"
1 Kokotea Road,"Massey, Auckland, Auckland West"
8 Aetna Place,"Henderson, Auckland, Auckland West"
50A Moehau Street,"Te Puke, Tauranga, Bay of Plenty"
12 Snowy Place,"Frankton, Queenstown, Otago"
9 Batham Drive,"Matamata, Waikato"
841 Rapaura Road,"Rapaura, Blenheim, Nelson/Marlborough"
23 Hanworth Road,"Appleby, Richmond, Nelson/Marlborough"
20A Mahara Avenue,"Birkenhead, Auckland, Auckland North Shore"
47A Maich Road,"Manurewa, Auckland, Auckland South"
27 Carlton Mill Road & 1 Hewits Road,"Merivale, Christchurch, Canterbury"
22 Lochburn Avenue,"Glenorchy, Otago"
18 Hammick Crescent,"Pyes Pa, Tauranga, Bay of Plenty"
11 Catlin Street,"Marshland, Christchurch, Canterbury"
Mangaomapu Lane,"Tamahere, Waikato"
47 Austin Road,"Maunu, Whangarei, Northland"
9 Frontiere Lane,"Silverdale, Auckland North Shore"
1/75 Tancred Street,"Linwood, Christchurch, Canterbury"
7 Allen Road,"Mt Wellington, Auckland, Auckland City"
68 Redcrest Avenue,"Red Hill, Papakura, Auckland South"
19 Enclave Lane,"Taupiri, Waikato"
Bernard Street & John Avenue,"Pukemiro, Waikato"
20 Ngatoto Street,"Ngaio, Wellington, Wellington"
532 The Nuggets Road,"Ahuriri Flat, Kaka Point, Otago"
9 Pebble Beach Way,"Papamoa Beach, Tauranga, Bay of Plenty"
23 Joslen Way,"Kaiapoi, Canterbury"
79 Southfield Drive,"Lincoln, Canterbury"
19 Edwin Feist Place,"Solway, Masterton, Wairarapa"
17 Colquhoun Way,"Bunnythorpe, Palmerston North, Manawatu/Whanganui"
203 Te Okuroa Drive,"Papamoa, Bay of Plenty"
149A Vaughans Road,"Okura, Auckland, Auckland North Shore"
5 Kahukaka Road,"One Tree Point, Whangarei, Northland"
23 Sterling Lane,"Rongotea, Manawatu/Whanganui"
75 Miramar Avenue,"Miramar, Wellington, Wellington"
251 Fairview Drive,"Akatarawa, Upper Hutt, Wellington"
12 Gulf Crest,"Bucklands Beach, Auckland, Auckland South"
1481J SH 1,"Mangamaunu, Kaikoura, Canterbury"
41 Branch Road,"Highlands Park, New Plymouth, Taranaki"
4 Douglas Drive,"Allenton, Ashburton, Canterbury"
91 Thompson Street,"Queenstown, Otago"
39 Koroheke Road,"Takanini, Auckland, Auckland South"
5 Lang Road,"Langs Beach, Waipu, Northland"
8 Faber Place,"Rototuna North, Hamilton, Waikato"
2 Solo Place,"Manurewa, Auckland, Auckland South"
99 Ord Road,"Cromwell, Otago"
145 Kahu Ridge Road,"Taieri Beach, Otago"
"121-127 Beaumont Street, 30 Daldy Street","Auckland CBD, Auckland City"
243 Napier Road,"Palmerston North, Manawatu/Whanganui"
41 & 43 Glendene Court,"Rolleston, Canterbury"
12 Hayward Road,"Papatoetoe, Auckland, Auckland South"
547C Back Ormond Road,"Makauri, Gisborne, Hawkes Bay/Gisborne"
1185C South Road,"Oakura, Taranaki"
6 Shaw Street,"Arrowtown, Otago"
117 Coast Boulevard,"Papamoa Beach, Tauranga, Bay of Plenty"
135 Main Street,"Greytown, Wairarapa"
3 Longore Way,"Rolleston, Canterbury"
72 Jellicoe Road,"Manurewa, Auckland, Auckland South"
6 Sainsbury Road,"Mt Albert, Auckland, Auckland City"
97 Pakaraka Road,"Tapapa, Tirau, Waikato"
43 Timmer Road,"Flat Bush, Auckland, Auckland South"
1447 Winton Hedgehope Highway,"Springhills, Winton, Southland"
3 Simeon Street,"Somerfield, Christchurch, Canterbury"
274 Travis Road,"New Brighton, Christchurch, Canterbury"
24 Lochhead Street,"Hastings, Hawkes Bay/Gisborne"
226 Waimarama Heights,"Waimarama, Hawkes Bay/Gisborne"
155 Peverel Street,"Riccarton, Christchurch, Canterbury"
15 Tainui Street,"Ohakune, Manawatu/Whanganui"
Camrose Drive,"Methven, Canterbury"
180 Albany Street & 81 Anzac Avenue,"Dunedin, Otago"
38 Durham Street,"Ngaruawahia, Waikato"
12 Cedric Place,"Darfield, Canterbury"
70 Seventh View Avenue,"Beachlands, Auckland, Auckland South"
25 Olivia Street,"Rolleston, Canterbury"
116 Shakespeare Road,"Milford, Auckland, Auckland North Shore"
38A King Street,"Ebdentown, Upper Hutt, Wellington"
6 Furnace Place,"Silverdale, Auckland, Auckland North Shore"
68 Grayshott Avenue,"Casebrook, Christchurch, Canterbury"
2 Wairau Road,"Takapuna, Auckland, Auckland North Shore"
5 Cape Grove,"Haumoana, Hawkes Bay/Gisborne"
221 Ruffell Road,"Tarras, Central Otago, Otago"
59 Leybourne Circle,"Glen Innes, Auckland, Auckland City"
35A Old School Road,"Lower Shotover, Queenstown, Otago"
123 Strathnaver Drive,"Waikawa Beach, Manakau, Manawatu/Whanganui"
145 Lake Crescent,"Hamilton Lake, Hamilton, Waikato"
142 Tarbottons Road,"Ashburton, Canterbury"
613 Cable Bay Block Road,"Cable Bay, Northland"
2 Edlin Lane,"Pegasus, Canterbury"
Jonah Lomu Drive,"Paerata, Pukekohe, Auckland South"
11 Murray Ward Drive,"Te Kauwhata, Waikato"
8 Karori Crescent,"Orakei, Auckland, Auckland City"
51 Staveley Avenue,"Mt Roskill, Auckland, Auckland City"
40 Whare Marama Drive,"Leamington, Cambridge, Waikato"
55 Domain Road,"Putaruru, Waikato"
84 Kotare Street,"Waikanae, Wellington"
Moana Avenue,"Paihia, Northland"
130 Tangiora Avenue,"Whangapoua, Coromandel, Waikato"
27 Wentworth Avenue,"Papatoetoe, Auckland, Auckland South"
7 Vitalia Crescent,"Lincoln, Canterbury"
78 Glover Road,"Hawera, Taranaki"
109 Washington Avenue,"Brooklyn, Wellington, Wellington"
29 Redmund Spur Road,"Kennedys Bush, Christchurch, Canterbury"
81 Freyberg Street,"Otumoetai, Tauranga, Bay of Plenty"
862 Great South Road,"Penrose, Auckland, Auckland City"
83 Holly Road,"St Albans, Christchurch, Canterbury"
2 Oracle Drive,"Albany, Auckland, Auckland North Shore"
12 Knowles Street,"St Albans, Christchurch, Canterbury"
14 Huriana Crescent,"Omokoroa, Bay of Plenty"
25 Chertsey Street,"Richmond, Nelson, Nelson/Marlborough"
32 Union Street,"Hokowhitu, Palmerston North, Manawatu/Whanganui"
15 Tidal View Road,"Karaka, Papakura, Auckland South"
19 Aitken Street,"Ashburton, Canterbury"
52C Wainui Avenue,"Pt Chevalier, Auckland, Auckland City"
480 Barbadoes Street,"Edgeware, Christchurch, Canterbury"
24 Wye Street,"Oamaru, Otago"
34 Moonshine Road,"Trentham, Upper Hutt, Wellington"
1 Bay View Road,"Moncks Bay, Christchurch, Canterbury"
6 Territory Street,"Rolleston, Canterbury"
12 Skiffington Road,"Pokeno, Waikato"
56 Springwood Place,"Mt Eden, Auckland, Auckland City"
22 Doug Ledgerwood Drive,"Wanaka, Otago"
232 Constable Road,"Muriwai, Auckland North Shore"
"33, 34, 35 & 39 Whakapono Road","Pukekohe, Auckland, Auckland South"
367 Woodbank Road,"Hanmer Springs, Canterbury"
83 Silver Peaks Drive,"West Melton, Canterbury"
York Ave,"Napier, Hawkes Bay/Gisborne"
103 Wairau Road,"Oakura, Taranaki"
27 Papakiri Road,"Wainui, Auckland North Shore"
9 Karewa Parade,"Papamoa Beach, Papamoa, Bay of Plenty"
12 Kokopu Street,"Ahipara, Northland"
30 Smythe Road,"Henderson, Auckland, Auckland West"
395 Gressons Road,"Waikuku, Canterbury"
32 WestMoor Boulevard,"Springston, Canterbury"
8 Stefanie Way,"Omokoroa, Bay of Plenty"
"160, 260, 269 and 312 Bremner Road","Drury, Auckland, Auckland South"
980 Te Rapa Road,"Pukete, Hamilton, Waikato"
10 Little Orchard Way,"Wanaka, Otago"
163C Pembroke Street,"Westown, New Plymouth, Taranaki"
23 Patetere Street,"Tirau, Waikato"
15 Sefton Avenue,"Grey Lynn, Auckland, Auckland City"
57 Waerenga Road,"Otaki, Wellington"
107 Highland Drive,"Acacia Bay, Taupo, Waikato"
16 Moorey Lane,"Otaika, Northland"
29A Rarangi Road,"St Heliers, Auckland, Auckland City"
35 Midlane Crescent,"Appleby, Richmond, Nelson/Marlborough"
206 Massey Street,"Frankton, Hamilton, Waikato"
25 Old Vintners Close,"Rangiriri, Te Kauwhata, Waikato"
10 Clapham Road,"Whareora, Northland"
55 Paparata Road,"Bombay, Auckland, Auckland South"
101 Matakohe Road,"Westgate, Auckland, Auckland City"
6 Pikitea Road,"Mangere Bridge, Auckland, Auckland South"
252 Parklands Avenue,"Bell Block, New Plymouth, Taranaki"
"576 Fred Taylor Drive, Dunlop & Don Buck Roads","Massey & Westgate, Auckland, Auckland West"
8A/155 Queen Street,"Auckland Central, Auckland, Auckland City"
20 Grigg Drive,"Witherlea, Blenheim, Nelson/Marlborough"
24 Kahawai Place,"Omokoroa, Bay of Plenty"
29 Furlong Street,"Yaldhurst, Christchurch, Canterbury"
17 Nightingale Road,"Flat Bush, Auckland, Auckland South"
49 Minerva Crescent,"Woodend, Canterbury"
21 Dunlop Street,"Wallacetown, Southland, Southland"
27 Hayr Road,"Three Kings, Auckland, Auckland City"
7 Kingson Court,"Omokoroa, Bay of Plenty"
Wigmore Crescent,"Hahei, Whitianga, Waikato"
73 Michael Bosher Way,"Flat Bush, Auckland, Auckland South"
31 Percy Dyett Drive,"Karori, Wellington, Wellington"
9 Hartley Avenue,"Strowan, Christchurch, Canterbury"
16 Smedley Street,"Manurewa, Auckland, Auckland South"
148 Esplanade,"Sumner, Christchurch, Canterbury"
7 Church Lane,"Merivale, Christchurch, Canterbury"
12 Mollisia Lane,"Papamoa Beach, Papamoa, Bay of Plenty"
15 Corsica Court,"Fitzherbert, Palmerston North, Manawatu/Whanganui"
Grasslands Road,"Gore, Southland"
80C Burwood Road,"Matamata, Waikato"
136C Cambridge Street,"Levin, Manawatu/Whanganui"
181 Forest Road,"Kimbolton, Manawatu/Whanganui"
6 & 18 Perla Road,"Pukekohe, Auckland, Auckland South"
9 Tango Place,"Henderson, Auckland, Auckland West"
38 Symes Drive,"Red Beach, Auckland North Shore"
165A Matangi Road,"Tamahere, Hamilton, Waikato"
21 Gibson Road,"Dinsdale, Hamilton, Waikato"
75A Ward Street,"Wallaceville, Upper Hutt, Wellington"
50 Wiri Station Road,"Wiri, Auckland, Auckland South"
877 Waitakere Road,"Kumeu, Auckland West"
34 Waters Avenue,"Burleigh, Blenheim, Nelson/Marlborough"
3 Rockpool Road,"Orewa, Auckland North Shore"
75 Dey Street,"Hamilton East, Hamilton, Waikato"
30 Baxter Michael Crescent,"Cambridge, Waikato"
24 Stackwood Avenue,"Woodend, Canterbury"
"Villa 12, 7 Goddard Lane","Havelock North, Hawkes Bay/Gisborne"
Waitomo Valley Road,"Waitomo, Te Kuiti, Waikato"
1 Wayleggo Place,"Dunsandel, Canterbury"
115 Paparata Road,"Bombay, Auckland, Auckland South"
360 Wharawhara Road,"Tahawai, Bay of Plenty"
1 Hazlett Street,"Clyde, Otago"
45 Zabeel Street,"Lincoln, Canterbury"
2 Ohau Crescent,"Tikipunga, Whangarei, Northland"
11 Chambers Avenue,"Woodend, Canterbury"
52 Payne Court,"Lincoln, Canterbury"
3 Eastonfield Drive,"Rolleston, Canterbury"
63A St Martins Road,"St Martins, Christchurch, Canterbury"
73 Ravenswood Road,"St Clair, Dunedin, Otago"
26 Titoki Street,"Te Atatu Peninsula, Auckland, Auckland West"
673 Great King Street,"North Dunedin, Dunedin, Otago"
14 Amberite Place,"Harewood, Christchurch, Canterbury"
7B Arosa Place,"Parklands, Christchurch, Canterbury"
591 Main Street,"Palmerston North, Manawatu/Whanganui"
43 Donegal Park Drive,"Flat Bush, Auckland, Auckland South"
31 Minerva Crescent,"Woodend, Canterbury"
41-45 Ballarat Street,"Queenstown, Otago"
217 Piako Road,"Turua, Waikato"
60C Roy Street,"Palmerston North, Manawatu/Whanganui"
23 Richards Park Lane,"Fernhill, Queenstown, Otago"
142 Rangitoto Road,"Papatoetoe, Auckland, Auckland South"
5A Huntaway Close,"Stoke, Nelson, Nelson/Marlborough"
1049B State Highway 5,"Hamurana, Bay of Plenty"
4 Wulfstan Lane,"Rolleston, Canterbury"
5 Cranford Road,"Richmond, Nelson, Nelson/Marlborough"
19 Cliff View Drive,"Green Bay, Auckland, Auckland West"
27 Wingfield Road,"Pokeno, Waikato"
162 Haringa Road,"Carrington, Carterton, Wairarapa"
20D Fisher Place,"Gleniti, Timaru, Canterbury"
2A Oxford Road,"Manurewa, Auckland, Auckland South"
98 Fraser Street,"Te Awamutu, Waikato"
27 Crossley Avenue,"Woodend, Canterbury"
6 Boston Crescent,"Flaxmere, Hastings, Hawkes Bay/Gisborne"
86 Portsmouth Drive,"South Dunedin, Dunedin, Otago"
1368 Te Kawa Road,"Te Kawa, Te Awamutu, Waikato"
9A Bracken Street,"Leamington, Cambridge, Waikato"
38 Riverbank Road,"Otaki, Wellington"
17 Harkess Lane,"Lyttelton, Canterbury"
5 Kent Terrace,"Mt Victoria, Wellington, Wellington"
27 Waituna Street,"Pegasus, Canterbury"
3/2 Clayton Street,"St Clair, Dunedin, Otago"
20 Village Lane,"Stoke, Nelson, Nelson/Marlborough"
23 Luke Street,"Otahuhu, Auckland, Auckland South"
7 Crickett Lane,"Pokeno, Waikato"
"530,532 & 534 Richardson Road","Mt Roskill, Auckland, Auckland South"
406 Mill Road,"Ohoka, Canterbury"
100 Parkview Drive,"Gulf Harbour, Whangaparaoa, Auckland North Shore"
4 Solitary Lane,"Rolleston, Canterbury"
57 Napier Road,"Havelock North, Hawkes Bay/Gisborne"
57 Shoal Beach Road,"Aramoana, Omakere, Hawkes Bay/Gisborne"
19 Calliope Lane,"Whangarei Heads, Northland"
2 Drayton Street,"Richmond, Nelson/Marlborough"
91 Cumberland Drive,"Flagstaff, Hamilton, Waikato"
66 Ohau Drive,"Lake Ohau, Omarama, Otago"
33 Clarkin Road,"Fairfield, Hamilton, Waikato"
3 St Vincent Way,"Waikanae, Kapiti Coast, Wellington"
181 John Burke Drive,"Aotea, Porirua, Wellington"
41 Tinaku Road,"Flat Bush, Auckland, Auckland South"
77 Muritai Street,"Tahunanui, Nelson, Nelson/Marlborough"
23 Stormlea Drive,"Southbridge, Canterbury"
4 Nga Tupuna Street,"Pegasus, Canterbury"
96 Porchester Road,"Papakura, Auckland South"
15 Evelyn Crescent,"Marshland, Christchurch, Canterbury"
12 Bentham Street,"Westport, West Coast"
18 Awatira Drive,"Papamoa Beach, Papamoa, Bay of Plenty"
11 Taraheke Drive,"Taupiri, Waikato"
86 Silverstream Road,"Crofton Downs, Wellington, Wellington"
59 Tautoro Road,"Ngaruawahia, Waikato"
44 Grenada Avenue,"Forrest Hill, Auckland, Auckland North Shore"
7 Chaston Close,"Westmorland, Christchurch, Canterbury"
2 Tonkin Drive,"Sunnynook, Auckland, Auckland North Shore"
Hall Road,"Kenepuru, Porirua, Wellington"
27 Central Park Avenue,"Lake Hayes, Queenstown, Otago"
2 Back Shed Road,"Jacks Point, Queenstown, Otago"
384 Racecourse Road,"Omakau, Otago"
40 Hoskyns Road,"Rolleston, Canterbury"
934 Churchill East Road,"Hampton Downs, Te Kauwhata, Waikato"
Shoesmith Street,"Warkworth, Auckland, Auckland North Shore"
23 Jans Terrace,"Oakura, Taranaki"
45 Kaha Road,"Papakura, Auckland South"
76 Riverslea Road,"Wanaka, Otago"
43 Durham Street,"Levin, Manawatu/Whanganui"
11 Stokes Avenue,"Te Atatu Peninsula, Auckland, Auckland West"
13 Makenui Crescent,"Wainui, Auckland North Shore"
92 Southfield Drive,"Lincoln, Canterbury"
210 Rosetta Road,"Raumati South, Paraparaumu, Wellington"
3 Ruapai Drive,"Levin, Manawatu/Whanganui"
141 Newell Road,"Tamahere, Hamilton, Waikato"
61 & 61A Takanini Road,"Takanini, Auckland, Auckland South"
10 Mitchell Place,"Cromwell, Otago"
162 Sale Street,"Hokitika, West Coast"
1047 Highcliff Road,"Sandymount, Dunedin, Otago"
3 Ridgeview Lane,"Mt Pleasant, Christchurch, Canterbury"
67 Watt Road,"Otatara, Invercargill, Southland"
32 Blue Jacket Drive,"Halswell, Christchurch, Canterbury"
7 Dram Way,"Waipu, Northland"
60D Dillons Point Road,"Islington, Blenheim, Nelson/Marlborough"
12 Camp X Place,"Whenuapai, Auckland, Auckland West"
Wicklam Lane,"Greenhithe, Auckland, Auckland North Shore"
109 Sea View Road,"Waiheke Island, Auckland City"
61 Korokoro Road,"Korokoro, Lower Hutt, Wellington"
15 Fairmaid Street,"Lincoln, Canterbury"
404 Horahora Road,"Piarere, Tirau, Waikato"
1351 High Street,"Taita, Lower Hutt, Wellington"
94 Benashet Drive,"Lincoln, Canterbury"
Rathlin Street,"Blockhouse Bay, Auckland, Auckland City"
126B Beechwater Drive,"Arnold Valley, West Coast"
17 Seamore Rise,"Waipu, Northland"
4 Ormond Road,"Lincoln, Canterbury"
121 Clarendon Terrace,"Woolston, Christchurch, Canterbury"
13 Lewis Close,"Rangiora, Canterbury"
1338 Arnold Valley Road,"Arnold Valley, West Coast"
13 Oyster Drive,"Whenuapai, Auckland, Auckland West"
2 Grove Lane,"Pakuranga, Auckland, Auckland South"
